address,apt,case,primary_offense,offense_code,offense,date_rept,date_occu,hour_occu,date_fnd,hour_fnd,fid,lat,lon
1231 THEO DICKINSON DR,,08000582,1,SCE,SIMPLE HARASSMENT,2008-01-22,2008-01-16,0800,2008-01-22,0800,,25.7169005,-80.280238
5600 MILLER DR,,08000593,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-23,2008-01-23,0910,2008-01-23,0910,,25.7189231,-80.2860378
5100 BRUNSON DR,,08000600,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-23,2008-01-23,1300,2008-01-23,1300,,25.7224132,-80.27591269999999
1365 MEMORIAL DR,,08000601,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-23,2008-01-23,1315,2008-01-23,1315,,25.7214386,-80.2799399
1311 MILLER DR,F109,08000594,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-01-23,2008-01-23,0923,2008-01-23,0923,,25.720387,-80.279546
5665 PONCE DE LEON BLVD,,08000613,1,DIA,DISTURBANCE DOMESTIC,2008-01-23,2008-01-23,2010,2008-01-23,2010,,25.7127401,-80.2809083
5700 PONCE DE LEON BLVD,BLK,08000583,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-01-23,2008-01-23,0159,2008-01-23,0.082,,25.7122517,-80.2804582
5700 PONCE DE LEON BLVD,BLK,08000583,2,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-01-23,2008-01-23,0159,2008-01-23,0.082,,25.7122517,-80.2804582
5600 MILLER,,08000622,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-24,2008-01-24,1000,2008-01-24,1000,,25.721093,-80.26801979999999
1574 LIGURIA AV,,08000674,1,VAA,VANDALISM TO STRUCTURE,2008-01-25,2008-01-25,1210,2008-01-25,1210,,25.7131849,-80.285104
1211 THEO DICKINSON DR,,08000682,1,THC,THEFT FROM MOTOR VEHICLE,2008-01-25,2008-01-21,1930,2008-01-25,1930,,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,WT 1204,08000692,1,PRB,PROPERTY LOST,2008-01-25,2008-01-24,2330,2008-01-25,2330,,25.715591,-80.2816
1239 THEO DICKINSON DR,WT906,08000701,2,FDD,FD SICK INJURED PERSON,2008-01-26,2008-01-26,0043,2008-01-26,0.029,,25.715591,-80.2816
5821 SAN AMARO DR,,08000702,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,25.714778,-80.28324909999999
5821 SAN AMARO DR,,08000702,2,ZOM,INTOXICATED PERSON,2008-01-26,2008-01-26,0200,2008-01-26,0.083,,25.714778,-80.28324909999999
1239 THEO DICKINSON DR,,08000704,1,ZOJ,BAKER MARCHMAN ACT,2008-01-26,2008-01-26,0242,2008-01-26,0242,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,,08000737,1,ZOE,SUSPICIOUS INCIDENT,2008-01-27,2008-01-27,0530,2008-01-27,0530,,25.7179231,-80.2737624
1101 STANFORD DR,,08000740,1,SCE,SIMPLE HARASSMENT,2008-01-27,2008-01-27,1515,2008-01-27,1515,,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,08000742,1,ZOD,INCIDENT REPORT,2008-01-27,2008-01-27,2135,2008-01-27,2135,,25.7169005,-80.280238
5501 SAN AMARO DR,1 FLOOR,08000745,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-01-27,2008-01-27,1200,2008-01-27,1200,,25.7187893,-80.2803368
1101 STANFORD DR,,08000748,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-28,2008-01-28,0850,2008-01-28,0850,,25.7183323,-80.27499759999999
5100 BRUNSON DR,,08000753,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-28,2008-01-28,1015,2008-01-28,1015,,25.7224132,-80.27591269999999
5250 UNIVERSITY DR,,08000758,1,VAA,VANDALISM TO STRUCTURE,2008-01-28,2008-01-28,0955,2008-01-28,0955,,25.720281,-80.27595199999999
1231 THEO DICKINSON DR,1013,08000770,2,SCE,SIMPLE HARASSMENT,2008-01-28,2008-01-21,1500,2008-01-28,1500,,25.7169005,-80.280238
5100 BRUNSON DR,2012,08000781,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-01-28,2008-01-28,1200,2008-01-28,1200,,25.7224132,-80.27591269999999
1101 STANFORD DR,,08000783,1,VAB,VANDALISM TO VEHICLE,2008-01-29,2008-01-29,0200,2008-01-29,0.083,,25.7183323,-80.27499759999999
5185 PONCE DE LEON BLVD,652,08000819,1,ZOE,SUSPICIOUS INCIDENT,2008-01-30,2008-01-30,0057,2008-01-30,0.039,,25.7179231,-80.2737624
5700 PONCE DE LEON BLVD,,08000832,1,ZOA,TRESPASS WARNING,2008-01-30,2008-01-30,1725,2008-01-30,1725,,25.7122517,-80.2804582
1239 THEO DICKINSON DR,RT 1022,08000837,2,FDD,FD SICK INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,,25.715591,-80.2816
1239 THEO DICKINSON DR,RT 1022,08000837,1,PRC,FD SICK INJURED PERSON,2008-01-30,2008-01-30,1950,2008-01-30,1950,,25.715591,-80.2816
1365 MEMORIAL DR,,08000849,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-01-31,2008-01-31,0945,2008-01-31,0945,,25.7214386,-80.2799399
5501 SAN AMARO DR,,08000885,1,ZZZ,VOID RECORDS USE ONLY,2008-01-31,2008-01-31,2254,2008-01-31,2254,,25.7187893,-80.2803368
5250 UNIVERSITY DR,SB302,08000860,1,PRB,PROPERTY LOST,2008-01-31,2008-01-29,1515,2008-01-29,1515,,25.720281,-80.27595199999999
5600 PAVIA ST,,08000904,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-01,2008-02-01,1230,2008-02-01,1230,,25.7181647,-80.2760863
1211 THEO DICKINSON DR,,08000908,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-01,2008-02-01,1415,2008-02-01,1415,,25.716037,-80.27868200000002
1239 THEO DICKINSON DR,RT1122,08000888,1,ALD,ALCOHOL VIOLATION,2008-02-01,2008-02-01,0400,2008-02-01,0400,,25.715591,-80.2816
5300 CARILLO ST,,08000957,1,SCA,SIMPLE BATTERY,2008-02-02,2008-02-02,1915,2008-02-02,1915,,25.7211886,-80.2739217
1231 THEO DICKINSON DR,,08000962,2,ALA,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08000962,1,FRG,FRAUD POSSESSION OF COUNTERFEIT,2008-02-03,2008-02-02,2329,2008-02-03,2329,,25.7169005,-80.280238
5600 PAVIA ST,,08001009,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-04,2008-02-04,1500,2008-02-04,1500,,25.7181647,-80.2760863
5600 PAVIA ST,,08001010,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-04,2008-02-04,1515,2008-02-04,1515,,25.7181647,-80.2760863
5800 PONCE DE LEON BLVD,BLK,08000989,1,ZOA,TRESPASS WARNING,2008-02-04,2008-02-04,0834,2008-02-04,0834,,25.7084219,-80.28527120000001
1101 STANFORD DR,,08001017,2,TVA,THEFT OF AUTOMOBILE UNFOUNDED,2008-02-04,2008-02-04,1425,2008-02-04,1425,,25.7183323,-80.27499759999999
5400 PONCE DE LEON BLVD,BLK,08001022,1,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-02-05,2008-02-05,0735,2008-02-05,0735,,25.7137747,-80.27868440000002
5665 PONCE DE LEON BLVD,,08001070,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1005,2008-02-06,1005,,25.7127401,-80.2809083
5250 BRUNSON DR,,08001071,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1005,2008-02-06,1005,,25.7227318,-80.2754805
5185 PONCE DE LEON BLVD,,08001078,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1422,2008-02-06,1422,,25.7179231,-80.2737624
1400 MILLER RD,BLK,08001081,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-06,2008-02-06,1551,2008-02-06,1551,,25.7186448,-80.28320149999999
1231 THEO DICKINSON DR,MT206,08001059,1,ZOD,INCIDENT REPORT,2008-02-06,2008-02-06,0056,2008-02-06,0.038,,25.7169005,-80.280238
1239 THEO DICKINSON DR,,08001134,1,ARA,ARSON,2008-02-08,2008-02-08,0300,2008-02-08,0300,,25.715591,-80.2816
6000 SAN AMARO DR,,08001152,1,VAB,VANDALISM TO VEHICLE,2008-02-08,2008-02-07,2100,2008-02-08,2100,,25.712888,-80.283523
5610 GEORGE E MERRICK ST,,08001176,1,ZOM,INTOXICATED PERSON,2008-02-08,2008-02-08,2300,2008-02-08,2300,,25.7163803,-80.2762875
6100 SAN AMARO DR,,08001180,1,ALA,ALCOHOL JUVENILE VIOLATION,2008-02-09,2008-02-09,0403,2008-02-09,0403,,25.712174,-80.28349399999999
1239 THEO DICKINSON DR,,08001187,1,FDD,FD SICK INJURED PERSON,2008-02-09,2008-02-09,1340,2008-02-09,1340,,25.715591,-80.2816
1239 THEO DICKINSON DR,,08001179,1,ZOD,INCIDENT REPORT,2008-02-09,2008-02-09,0038,2008-02-09,0.026,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,718,08001198,1,VAA,VANDALISM TO STRUCTURE,2008-02-10,2008-02-09,2230,2008-02-09,2230,,25.7179231,-80.2737624
1100 STANFORD DR,,08001201,1,ZOM,INTOXICATED PERSON,2008-02-10,2008-02-10,0435,2008-02-10,0435,,25.7176103,-80.2745494
5500 SAN AMARO DR,,08001204,2,THC,THEFT FROM MOTOR VEHICLE,2008-02-10,2008-02-20,0501,2008-02-21,0501,,25.7202428,-80.2810222
5500 SAN AMARO DR,,08001204,1,TVA,THEFT OF AUTOMOBILE ATT,2008-02-10,2008-02-21,0502,2008-02-22,0502,,25.7202428,-80.2810222
1239 THEO DICKINSON DR,,08001206,1,TVD,THEFT OF MOTORCYCLE,2008-02-10,2008-02-09,2000,2008-02-10,2000,,25.715591,-80.2816
5185 PONCE DE LEON BLVD,P725,08001211,1,ZOD,INCIDENT REPORT,2008-02-10,2008-02-10,1300,2008-02-10,1300,,25.7179231,-80.2737624
740 SISTINA AV,,08001214,1,PRB,PROPERTY LOST,2008-02-10,2008-02-08,2200,2008-02-09,2200,,25.723886,-80.269622
5665 PONCE DE LEON BLVD,121,08001221,1,BUB,BURGLARY NON RESIDENTIAL,2008-02-10,2008-02-23,0504,2008-02-24,0504,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,121,08001221,2,THK,BURGLARY NON RESIDENTIAL,2008-02-10,2008-02-22,0503,2008-02-23,0503,,25.7127401,-80.2809083
1300 STANFORD DR,,08001228,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-11,2008-02-25,0506,2008-02-26,0506,,25.7190316,-80.2762626
5100 BRUNSON DR,,08001232,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-11,2008-02-11,1112,2008-02-11,1112,,25.7224132,-80.27591269999999
1239 THEO DICKINSON DR,519,08001253,1,DRA,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,,25.715591,-80.2816
1239 THEO DICKINSON DR,519,08001253,2,DRB,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,,25.715591,-80.2816
1239 THEO DICKINSON DR,519,08001253,2,ZOK,DRUG SALE CONTROLLED SUBSTANCE,2008-02-11,2008-02-11,2216,2008-02-11,2216,,25.715591,-80.2816
1100 STANFORD DR,BLK,08001262,1,ZOA,TRESPASS WARNING,2008-02-12,2008-03-01,0511,2008-03-02,0511,,25.7176103,-80.2745494
5616 PAVIA ST,,08001276,1,THC,THEFT FROM MOTOR VEHICLE,2008-02-12,2008-02-12,1738,2008-02-12,1738,,25.7181647,-80.2760863
1101 STANFORD DR,,08001289,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-13,2008-02-13,1000,2008-02-13,1000,,25.7183323,-80.27499759999999
1100 STANFORD DR,BLK,08001279,1,DRA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,,25.7176103,-80.2745494
1100 STANFORD DR,BLK,08001279,2,VEA,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,,25.7176103,-80.2745494
1100 STANFORD DR,BLK,08001279,2,VEC,DRUG POSSESSION CONTROLLED SUBSTANCE,2008-02-13,2008-02-12,2138,2008-02-12,2138,,25.7176103,-80.2745494
5665 PONCE DE LEON BLVD,,08001288,1,FDD,FD SICK INJURED PERSON,2008-02-13,2008-03-02,0512,2008-03-03,0512,,25.7127401,-80.2809083
5665 PONCE DE LEON BLVD,,08001297,1,FDD,FD SICK INJURED PERSON,2008-02-13,2008-02-13,1400,2008-02-13,1400,,25.7127401,-80.2809083
5665 PONCE DE LEON BLV,,08001305,1,FDD,FD INJURED PERSON,2008-02-13,2008-02-13,1700,2008-02-13,1700,,25.7127401,-80.2809083
1101 STANFORD DR,,08001322,1,FDD,FD SICK INJURED PERSON,2008-02-14,2008-02-14,0920,2008-02-14,0920,,25.7183323,-80.27499759999999
5185 PONCE DE LEON BLVD,552,08001355,1,ZOD,INCIDENT REPORT,2008-02-15,2008-02-15,0110,2008-02-15,0.048,,25.7179231,-80.2737624
1223 THEO DICKINSON DR,,08001363,1,VAA,VANDALISM TO STRUCTURE,2008-02-15,2008-02-14,1800,2008-02-15,1800,,25.7170977,-80.2793768
1223 THEO DICKINSON DR,201A,08001371,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-15,2008-02-15,0630,2008-02-15,0630,,25.7170977,-80.2793768
1300 STANFORD DR,BLK,08001379,1,PRB,PROPERTY LOST,2008-02-15,2008-02-15,0130,2008-02-15,0.062,,25.7190316,-80.2762626
5199 PONCE DE LEON BLVD/STANFORD DR,,08001401,1,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-02-16,2008-03-07,0517,2008-03-08,0517,,25.7186425,-80.27544449999999
5250 UNIVERSITY DR,,08001410,2,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-16,2008-02-16,1400,2008-02-16,1400,,25.720281,-80.27595199999999
5250 UNIVERSITY DR,,08001410,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-16,2008-02-16,1400,2008-02-16,1400,,25.720281,-80.27595199999999
5638 GEORGE E MERRICK ST,23D,08001431,1,VAA,VANDALISM TO STRUCTURE,2008-02-17,2008-02-17,0300,2008-02-17,0300,,25.7162931,-80.276198
1239 THEO DICKINSON DR,,08001451,1,ZOE,SUSPICIOUS INCIDENT,2008-02-18,2008-02-15,0000,2008-02-15,0000,,25.715591,-80.2816
5250 UNIVERSITY DR,,08001456,1,PRB,PROPERTY LOST,2008-02-18,2008-02-16,1130,2008-02-16,1130,,25.720281,-80.27595199999999
1211 THEO DICKINSON DR,,08001465,1,PRC,PROPERTY DAMAGED,2008-02-18,2008-02-18,0830,2008-02-18,0830,,25.716037,-80.27868200000002
5665 PONCE DE LEON BLVD,,08001476,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1025,2008-02-19,1025,,25.7127401,-80.2809083
1531 LIGURIA AV,,08001478,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1055,2008-02-19,1055,,25.713555,-80.28445599999999
1531 LIGURIA AV,,08001479,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-19,2008-02-19,1040,2008-02-19,1040,,25.713555,-80.28445599999999
1311 MILLER DRIVE,,08001502,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,0900,2008-02-20,0900,,25.720387,-80.279546
1101 STANFORD DR,,08001517,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,1448,2008-02-20,1448,,25.7183323,-80.27499759999999
1239 THEO DICKINSON DR,,08001535,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-20,2008-02-20,1845,2008-02-20,1845,,25.715591,-80.2816
1500 LIGURIA AV,BLK,08001542,1,PRC,PROPERTY DAMAGED,2008-02-21,2008-02-20,2225,2008-02-21,2225,,25.7132509,-80.283305
1350 MILLER DR,,08001508,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-21,2008-02-20,1135,2008-02-20,1135,,25.720147,-80.279648
5501 SAN AMARO DR,,08001562,1,SCE,SIMPLE HARASSMENT,2008-02-21,2008-02-20,1200,2008-02-21,1200,,25.7187893,-80.2803368
1300 CAMPO SANO AV,,08001570,1,FDD,FD SICK INJURED PERSON,2008-02-21,2008-02-21,1830,2008-02-21,1830,,25.7241863,-80.2785796
1300 CAMPO SANO AV,,08001570,2,ZOC,FD SICK INJURED PERSON,2008-02-21,2008-02-21,1830,2008-02-21,1830,,25.7241863,-80.2785796
1320 CAMPO SANO AV,,08001599,1,ZZZ,VOID RECORDS USE ONLY,2008-02-22,2008-02-22,1240,2008-02-22,1240,,25.7243451,-80.2763148
1311 MILLER DR,,08001596,2,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-22,2008-02-22,1051,2008-02-22,1051,,25.720387,-80.279546
1311 MILLER DR,,08001596,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-22,2008-02-22,1051,2008-02-22,1051,,25.720387,-80.279546
5183 PONCE DE LEON BLV,,08001617,1,THC,THEFT FROM MOTOR VEHICLE,2008-02-22,2008-02-20,0930,2008-02-22,0930,,25.7179567,-80.2737216
5501 SAN AMARO DR,,08001620,1,VAA,VANDALISM TO STRUCTURE,2008-02-22,2008-02-22,1850,2008-02-22,1850,,25.7187893,-80.2803368
5300 CARILLO ST,,08001624,1,DIB,DISTURBANCE OTHER,2008-02-22,2008-02-21,1900,2008-02-21,1900,,25.7211886,-80.2739217
1231 THEO DICKINSON DR,,08001632,1,ZOM,INTOXICATED PERSON,2008-02-23,2008-02-23,0155,2008-02-23,0.079,,25.7169005,-80.280238
5600 RED RD,BLK,08001656,1,DRF,DRUG POSSESSION OF PARAPHERNALIA EQUIPMENT,2008-02-24,2008-02-24,0207,2008-02-24,0.088,,25.7116682,-80.28572079999999
1530 LIGURIA AV,,08001659,1,ZOA,TRESPASS WARNING,2008-02-24,2008-02-24,0633,2008-02-24,0632,,25.7132082,-80.2844442
1101 STANFORD DR,,08001691,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-25,2008-02-25,1150,2008-02-25,1150,,25.7183323,-80.27499759999999
5821 HURRICANE DR,,08001698,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-02-25,2008-02-25,1410,2008-02-25,1410,,25.72149,-80.2683838
1231 THEO DICKINSON DR,,08001710,1,SCE,SIMPLE HARASSMENT,2008-02-25,2008-02-19,1436,2008-02-19,1435,,25.7169005,-80.280238
1311 MILLER DR,,08001713,1,ZOA,TRESPASS WARNING,2008-02-25,2008-02-25,2134,2008-02-25,2134,,25.720387,-80.279546
1311 MILLER DR,,08001720,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-02-26,2008-02-25,1200,2008-02-25,1200,,25.720387,-80.279546
1206 STANFORD DR,,08001729,1,ZOA,TRESPASS WARNING,2008-02-26,2008-02-26,1050,2008-02-26,1050,,25.7181739,-80.27480469999999
5185 PONCE DE LEON BLVD,350,08001751,1,FDD,FD SICK INJURED PERSON,2008-02-26,2008-02-26,2045,2008-02-26,2045,,25.7179231,-80.2737624
5600 MERRICK ST,,08001762,1,XOT,TRESPASSING,2008-02-27,2008-02-27,1138,2008-02-27,1138,,25.7183404,-80.27676699999999
1231 THEO DICKINSON DR,PT 1222,08001780,1,BUA,BURGLARY RESIDENTIAL,2008-02-27,2008-02-27,1515,2008-02-27,1515,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 1222,08001780,2,THK,BURGLARY RESIDENTIAL,2008-02-27,2008-02-27,1515,2008-02-27,1515,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 617,08001782,2,DIA,SIMPLE BATTERY,2008-02-27,2008-02-27,1830,2008-02-27,1830,,25.7169005,-80.280238
1231 THEO DICKINSON DR,PT 617,08001782,1,SCA,SIMPLE BATTERY,2008-02-27,2008-02-27,1830,2008-02-27,1830,,25.7169005,-80.280238
5500 SAN AMARO DR,BLK,08001823,1,DRF,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,2,SCB,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,2,VEA,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,,25.7202428,-80.2810222
5500 SAN AMARO DR,BLK,08001823,2,ZOM,SIMPLE ASSAULT THREATS,2008-02-29,2008-02-29,0359,2008-02-29,0359,,25.7202428,-80.2810222
5500 SAN AMARO DR,,08001869,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-01,2008-03-01,1345,2008-03-01,1345,,25.7202428,-80.2810222
1231 THEO DICKINSON DR,,08001881,1,PRB,PROPERTY LOST,2008-03-02,2008-03-02,0130,2008-03-02,0.062,,25.7169005,-80.280238
5185 PONCE DE LEON BLVD,,08001893,1,ZOD,INCIDENT REPORT,2008-03-02,2008-03-02,1700,2008-03-02,1700,,25.7179231,-80.2737624
1203 MERRICK STREET,,08001904,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-03,2008-03-03,1044,2008-03-03,1044,,25.7510812,-80.2560338
1311 MILLER DR,453,08001918,1,FRD,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,,25.720387,-80.279546
1311 MILLER DR,453,08001918,2,FRD,FRAUD BY CREDIT CARD ATM,2008-03-03,2008-03-03,1600,2008-03-03,1600,,25.720387,-80.279546
1311 MILLER DR,453,08001918,1,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,,25.720387,-80.279546
1311 MILLER DR,453,08001918,2,THF,THEFT FROM STRUCTURE WITH LEGAL ACCESS PUBLIC BUILDING,2008-03-03,2008-03-03,1600,2008-03-03,1600,,25.720387,-80.279546
5800 SAN AMARO DR,,08001945,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-04,2008-03-04,1205,2008-03-04,1204,,25.7150399,-80.283608
5665 PONCE DE LEON BLVD,,08001951,1,ZZZ,VOID RECORDS USE ONLY,2008-03-04,2008-03-04,1533,2008-03-04,1533,,25.7127401,-80.2809083
5800 SAN AMARO DR,,08001922,1,ZOE,SUSPICIOUS INCIDENT,2008-03-04,2008-02-24,1800,2008-03-03,1800,,25.7150399,-80.283608
5800 SAN AMARO DR,,08001943,1,ZOE,SUSPICIOUS INCIDENT,2008-03-04,2008-02-29,2300,2008-03-02,2300,,25.7150399,-80.283608
1311 MILLER DR,,08001998,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-06,2008-03-06,1037,2008-03-06,1037,,25.720387,-80.279546
1100 STANFORD DR,BLK,08002080,1,ZOA,TRESPASS WARNING,2008-03-09,2008-03-08,2305,2008-03-08,2305,,25.7176103,-80.2745494
6400 RED RD,BLK,08002097,1,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-10,2008-03-10,0045,2008-03-10,0.031,,25.7116682,-80.28572079999999
1399 MILLER DR,,08002120,1,ZOA,TRESPASS WARNING,2008-03-11,2008-03-11,1147,2008-03-11,1147,,25.7201096,-80.2803113
5250 UNIVERSITY DR,,08002124,1,ZOE,SUSPICIOUS INCIDENT,2008-03-11,2008-03-11,1028,2008-03-11,1028,,25.720281,-80.27595199999999
1231 THEO DICKINSON DR,321,08002135,1,FRL,FRAUD OTHER JURISDICTION,2008-03-11,2008-03-11,1300,2008-03-11,1300,,25.7169005,-80.280238
6201 SAN AMARO DR,,08002155,1,THL,THEFT FROM UNSECURED CONSTRUCTION SITE,2008-03-12,2008-03-11,1630,2008-03-12,1630,,25.7133381,-80.2831612
6000 SAN AMARO DR,BLK,08002159,1,VAB,VANDALISM TO VEHICLE,2008-03-12,2008-03-11,1245,2008-03-12,1245,,25.712888,-80.283523
1500 LEVANTE AV,BLK,08002171,1,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-12,2008-03-12,1810,2008-03-12,1810,,25.7112271,-80.2832435
1500 LEVANTE AV,BLK,08002171,2,VEB,VEHICLE HIT RUN,2008-03-12,2008-03-12,1810,2008-03-12,1810,,25.7112271,-80.2832435
1101 STANFORD DR,,08002182,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-13,2008-03-13,0950,2008-03-13,0950,,25.7183323,-80.27499759999999
1101 STANFORD DR,,08002177,1,ZOA,TRESPASS WARNING,2008-03-13,2008-03-13,0225,2008-03-13,0225,,25.7183323,-80.27499759999999
5600 GEORGE E MERRICK ST,21H,08002189,1,ZOA,TRESPASS WARNING,2008-03-13,2008-03-13,1424,2008-03-13,1423,,25.7183404,-80.27676699999999
1211 THEO DICKINSON DR,429,08002201,1,XOM,OBSTRUCTION OF JUSTICE RESIST ARREST ESCAPE,2008-03-13,2008-03-13,1848,2008-03-13,1848,,25.716037,-80.27868200000002
1101 STANFORD DR,,08002203,1,THK,THEFT OTHER,2008-03-14,2008-03-14,0020,2008-03-14,0.013,,25.7183323,-80.27499759999999
1231 THEO DICKINSON DR,,08002037,1,ZOE,SUSPICIOUS INCIDENT,2008-03-15,2008-03-15,0525,2008-03-15,0525,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002237,1,ZOE,SUSPICIOUS INCIDENT,2008-03-15,2008-03-15,0525,2008-03-15,0525,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002238,1,VAC,VANDALISM TO PERSONAL PROPERTY,2008-03-15,2008-03-15,0600,2008-03-15,0600,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002238,2,ZOM,INTOXICATED PERSON,2008-03-15,2008-03-15,0600,2008-03-15,0600,,25.7169005,-80.280238
1231 THEO DICKINSON DR,,08002256,1,ZOA,TRESPASS WARNING,2008-03-15,2008-03-15,1940,2008-03-15,1940,,25.7169005,-80.280238
6000 SAN AMARO DR,BLK,08002260,1,VEA,VEHICLE DRIVING BOATING UNDER THE INFLUENCE,2008-03-16,2008-03-15,2318,2008-03-15,2318,,25.712888,-80.283523
6000 SAN AMARO DR,BLK,08002260,2,VEC,VEHICLE TRAFFIC OFFENSE NON DUI,2008-03-16,2008-03-15,2318,2008-03-15,2318,,25.712888,-80.283523
5501 SAN AMARO DR,,08002291,1,VEI,VEHICLE PARKING OFFENSE SCOFF LAW,2008-03-17,2008-03-17,0931,2008-03-17,0931,,25.7187893,-80.2803368
